CARRETERA,count
HIJUELA M.,1
A-2236,1
TF-228,1
SA-320,1
A-1408,1
CV-130,1
CS-S/N,1
CV-104,1
CV-208,1
CMN007,1
CV-1740,1
CMN 001,1
CV-218,1
L'TALL,1
Cº S. MAT,1
CA-5102,1
CA-9100,1
CA-8200,1
ACCESO AP4,1
A-4R,1
CA-CAULINA,1
Cº S JORGE,1
FONT SALUD,1
BU-720,1
C ALCANAR,1
CV-46,1
CR-7211,1
CV-54,1
CV-52,1
CV-44,1
CR-1414,1
CR-7022,1
CR-752,1
CV-45,1
CV-49,1
CV-53,1
CR-623,1
CR-5127,1
CV-34,1
Cº VIN-BEN,1
CA-9015,1
OLIVAR,1
CA-4542,1
CC-2.1,1
CC-21.1,1
LA JUDIA,1
BU-V-5145,1
BU-V-6017,1
BU-621,1
BU-V-6421,1
BU-V-6431,1
BU-V-4046,1
BU-V-5109,1
ARENAL,1
CV-PED-DOS,1
BU-V-5626,1
BU-V-5606,1
BU-V-1143,1
BU-600,1
CC-6.1,1
HERRADURA,1
EX-118R,1
CC-34.2,1
P.ELEVAC.,1
CR TOR-HER,1
CC-51,1
CGN8,1
CC-9.1,1
CC-24.1,1
CRRIOLOBOS,1
CC-166,1
CC-115,1
CC-14.2,1
CAMINO Nº9,1
CHT III,1
C.G.Nº 4,1
CC-83,1
CR-6401,1
CV-56,1
CO-6200,1
AC-175,1
CV-1603-32,1
CUV1602-39,1
CV-1601-93,1
CV-1601-94,1
CM-2153,1
SIN DENO,1
LOCAL 085,1
LOCLA 078,1
RM-00000,1
DP-1258964,1
LOCAL 073,1
ORDES-4,1
VILAGUDÍN,1
VILAVERDE,1
CC-01256,1
CV-1603-33,1
CU-1602-11,1
C-11,1
CM-3122,1
GIP-6831,1
GIV-6232,1
GIP-6031,1
GIV-6212,1
GI-530,1
GIP-5101,1
CU-V-8111,1
CU-1604-22,1
CU-V-8242,1
CM-2121,1
CU-V-8241,1
CV-1603-30,1
CV-1603-31,1
CM-3120,1
S N,1
DP-3614,1
CO-14280,1
DP-5302,1
CO-8212,1
CP-1881,1
CO-6301,1
CO-6302,1
CO-743a,1
CO-7405,1
CO-6207,1
CO-9200,1
CO-4305,1
CO-150,1
CO-7409,1
CO-7412,1
CO-5204,1
CO-3407,1
C.PORCUNA,1
CO-6209,1
DP-0206,1
CV-012356,1
RE,1
DE AC-440,1
AC-191,1
BRI-419,1
DP-6801,1
CV-000,1
CONDES,1
PALAVEA,1
DP-1202,1
RE-00000,1
V-14,1
DP-2702,1
DP-2301,1
DP-2102,1
RE-001,1
BU-V-5112,1
BU-P-1007R,1
N-620 VIA,1
CV.7,1
AL-6404,1
A-1180,1
AL-6106,1
A-348R3,1
C/ ESPAÑA,1
EL POETA,1
C. CANAL,1
CAMÍ FARO,1
TIR PICHON,1
C. ASENSIO,1
ALMADRABA,1
CRTAPICHÓN,1
CV-718,1
HORNA BAJA,1
C.TORRETA,1
AL-6103,1
CV-12-EJ,1
BU-V-9214,1
AV-P-708,1
BA-039,1
C.V. S/N,1
ARCOS,1
VILLATORO,1
AV-P-408,1
AV-P-141,1
AV-P-707,1
AV-P-209,1
AV-P-537,1
CHARCAL,1
AV-P-129,1
ZAPATERAS,1
AV-P-632,1
AV-P-712,1
AV-P-128,1
CANTALAR,1
C. BELICH,1
IBI,1
VERTIENTE,1
CAM. VIEJO,1
LA SEÑORET,1
C. NEGRET,1
CV-826,1
LA MATETA,1
AB-512,1
AB-706,1
CV/SNS,1
AB-505,1
AB-703,1
AB-5016,1
AB-608,1
AB-219,1
AB-4001,1
AB-218,1
RAMAL E.,1
AV. UNIVER,1
CAMIPLANET,1
L-001,1
CAM. MATA,1
CAMINO DOS,1
CL-008,1
CL-004,1
CL 003,1
L002,1
CV-9222,1
PECUARIA,1
AZARBE ELX,1
CAM AMOROS,1
CAM. ARROB,1
LO CERCA,1
CV-804,1
VIALES,1
C. MÉRIDA,1
EX-316,1
BA-007,1
CV COPMTA,1
CV ES FIGU,1
CVM,1
MALLORQUI,1
CV.CAMPAS,1
CV SAN LOR,1
BINISAFUA,1
Ma-3323,1
SUAYETAS,1
S.LORENZO,1
CV PEPETA,1
CV TARIDA,1
CVCB,1
CVRF,1
CALA TARID,1
CV CAS COL,1
SES,1
LLEVANERAS,1
Ma-3015,1
BV-4406,1
N-141d,1
BV-5026,1
BV-5221,1
BV-5123,1
BV-3001,1
BV-4021,1
BV-2156,1
CALÓBORGIT,1
BV-2432,1
BV-2212,1
BV-1484,1
Me-4,1
Ma-3132,1
Ma-3240a,1
CONTA,1
CV CALA DH,1
PISTA ASF,1
CV PONDERO,1
CALAÝN BLA,1
SAN JOAN,1
RETXILLERE,1
SA VINYOLA,1
SON XORC,1
CAN COREM,1
SUBAIDA,1
CONEJERA,1
BA-150,1
CHG-014,1
CGH-045,1
N-435 ANTI,1
LA GARZA,1
BA-066,1
BA-069,1
SJMISSA,1
SON NADAL,1
PTOCLOM,1
CV CALA TA,1
CVP,1
TARDIA,1
ES CUBELLS,1
CV ESCUBEL,1
OLIVERA,1
GASI,1
CV BUSCALT,1
CAMI SÝABE,1
CALATIRANT,1
CALES MCA.,1
ES FANGAR,1
COS NOU,1
SA LLAVANE,1
MARROIG,1
GRJ1048,1
GR-3419,1
CV-1316,1
OU-0527,1
OU-1007,1
OU-903,1
OU-933,1
OU-0703,1
OU-160 MUN,1
OU-0510,1
OU-143,1
AG-54 N-54,1
OU-P0000,1
SC/OU,1
NA-7561,1
NA-4040,1
NA-6922,1
NA-6802,1
NA-7200,1
OU-0903,1
OU-P000,1
CV1294,1
CO-8,1
AS-28,1
Cª LOCAL,1
STA. OLAYA,1
V.VERANES,1
CALDONES,1
CAMIN,1
BALICIEGA,1
MONTE,1
GI-5,1
S/Nº,1
AS19 A A8,1
FR-2,1
A-8 406,1
MOLLEDA,1
CL-1,1
AÑORBE,1
RM-B14,1
RM-E36,1
YESARES,1
EVA 13,1
LABRADORCI,1
RM-410,1
MA-5104B,1
MA-4100,1
MA-7204,1
MA-8305,1
A-7280R1,1
A-7283,1
MA-5401B,1
MA-5405,1
A-354A,1
M-607 CRBC,1
M-988,1
M-853a,1
CV-447,1
448-CV,1
T-312-2,1
262-CV,1
CV-537,1
CV02,1
VS LO CORC,1
S-II T-6,1
CCAMPO CT,1
RM-16,1
CMNO RUBIO,1
CV-S.XIV,1
MARCHENA,1
APARCA,1
CAMINO ENM,1
FUENTE AL.,1
CRS,1
SIFON XVI,1
LA-5,1
AS-324,1
LN-2,1
CS-PO-3603,1
PO-P-000,1
EP-0606,1
EP-2404,1
EP-0014,1
EP-0503,1
PO/3603,1
S/C_PO,1
PO/SD36003,1
S/PO,1
L. CARTAS,1
PO-505,1
EP-7003,1
L. VALCARC,1
EP-8402,1
EP-5304,1
SDPO36003,1
AG-51,1
POMBAL,1
DSA-217,1
CM-507,1
AN DSA-576,1
CV-038,1
DSA-452,1
MEDINILLA,1
CV-097,1
DSA-132,1
EP-6510,1
CMNO CAMPA,1
DSA-575,1
VG-4.7,1
L 960-MERZ,1
N-550 / PM,1
SD/LOCAL,1
EP-1304,1
FEMES,1
VA-1,1
LZ-503,1
VV-20,1
VV-3R,1
AS-13,1
TI-1,1
TI-5,1
SI-4,1
AS15 A A64,1
QU-3,1
AS-224,1
OV-1,1
OV-3,1
S/D NAVIA,1
OMEDO,1
LLN-16,1
BUELNA,1
VY-1,1
PP-6201,1
PP-4304,1
P-237,1
GC-117,1
VSLT,1
GC-198,1
FV-1000,1
R12-3,1
VIA PEATON,1
PP-2465,1
PP-2204,1
"CV, S/Nº",1
PP-2466,1
MANTINOS01,1
PP-4103,1
P-434,1
P-413,1
M-515,1
M-616 CB,1
M-978,1
GU-122,1
A-2210,1
ZUFRE,1
HU-9116,1
H60-1,1
CV-5025,1
PERERA,1
PEÑUELA,1
EL CEBOLLA,1
CAM.CORTES,1
H0441,1
CA.SISE,1
HV-7007,1
A-5000R,1
H-035-1,1
HU-7106,1
HU-534,1
HU-521,1
HU-352,1
JA-3304,1
JA-3220,1
JV-6023,1
JA-4200,1
JA-9114,1
JV-5041,1
C.BICI,1
CHE,1
A-2217,1
C.V. RAPUN,1
A-1221,1
CHE-1409,1
A-242,1
LA NORIA,1
A-2613,1
GU-957,1
CV-78,1
NO CODIFIC,1
GU-107,1
CV-1294,1
CV 1294,1
GR-3203,1
GR-4100,1
GR-5207,1
CV 1295,1
CV-1300,1
CV-1318,1
CV-1288,1
GR-V-1035,1
CV-1273,1
CV-1325,1
GRJ -1051,1
CV1324,1
GR-3422,1
CV-1313,1
CV-1175,1
CV-1322,1
GR-5204,1
GU-970,1
CV-72,1
CV-1109,1
CV-1807,1
GR-J-1035,1
CV-1312,1
CV-1304,1
CV-1047,1
CV-1309,1
CV-1293,1
GR-3105,1
CV 1292,1
CV-1303,1
GR-0060,1
JA-5101,1
JV-6003,1
LU-P-6401,1
LR-430,1
LU-P-2211,1
LU018050,1
LU-P-1809,1
LU-211,1
LU-P-6514,1
LU-P-1201,1
LU-P-0103,1
LR-445,1
LR-318,1
LR-588,1
CASA 10,1
LR-581,1
LR-210,1
LR-232,1
C-01,1
LU-P-6509,1
LU-242,1
LU-P-2405,1
LU-P-1301,1
LU-P-5806,1
LU-P-5714,1
LU-P-5602,1
LU-P-5006,1
LU-141,1
LU-P-5004,1
LU-P-4402,1
LU-P-2404,1
LU-P-4205,1
LU-P-4002,1
LU-P-3507,1
LU-P-3206,1
LU-P-2903,1
XO-0000,1
LR-315,1
LV-2003,1
JV-6301,1
LV-3333,1
LE-3626,1
LE-CAÍN,1
LE-7406,1
LE-2709,1
LE-5124,1
CALELLO,1
LE-6524,1
LE-5229,1
PISTA FOR,1
LE-5325,1
LE- S/N,1
LE-5205,1
LE-5216,1
LE-5422,1
JH-6082,1
LE-6403,1
LE-4407,1
LE-5538,1
LE-5628,1
LV-3342,1
LV-9137,1
LV-5052,1
N-1411,1
LV-4008,1
C VECINAL,1
LE-5607,1
LE-4205,1
LE-5255,1
LE-5250,1
LE-5611,1
LE-4103,1
LE.SN,1
LE-3703,1
HU-310,1
A-2609,1
CV SANGARR,1
CV-1086,1
CV-13100,1
CV-1384,1
GR-J-1048,1
A-4151,1
R. ALDAYAR,1
CV-1390,1
CV-1389,1
CV1364,1
GIV-6025,1
GI-522,1
GIV-6302,1
GIV-6424,1
GIP-5251,1
CV1601-107,1
CUV-1601-9,1
CV-1404,1
CV1491,1
DP-0804,1
CV-1383,1
CV-1399,1
CV-1392,1
A-4157,1
CV-1385,1
GR-3104,1
CV-1402,1
CV-1375,1
CV-1388,1
CV1492,1
CV1377,1
CV-1401,1
GR-4106,1
CV1123,1
CV-1403,1
GR-3420,1
CV1601-109,1
CU-V-3034,1
CV-1601-10,1
CU-V-7042,1
DP-6706,1
DP-6703,1
DP-5814,1
CP-5503,1
VISA - ABE,1
POR - PICO,1
PISTA ASFL,1
DP-3402,1
VIN-FOL,1
DP-2902,1
DP-2206,1
DP-1708,1
DP-1904,1
DP-1916,1
DP-1602,1
LOCAL ROIS,1
DP-0207,1
DP-9001,1
CV-1604-4,1
CV-1602-68,1
CM-2050,1
CU-V-9201,1
CU-V-9114,1
CU-V-5044,1
CU-V160336,1
CM-2104,1
CU-V-8033,1
CU-V-8304,1
CU-V-8301,1
CV-1601-31,1
CU-V-2122,1
CU-V-5009,1
CU-V-5004,1
CV-1380,1
GR-3411,1
CV-1198,1
HU-4104,1
JA-3208,1
JV-2930,1
JV-2031,1
JA-3201,1
JV-2224,1
OLIVONES,1
JA-9102,1
JA-4202,1
JA-4108,1
QUITAPESAR,1
JA-4301,1
HU-V-8102,1
A-135,1
SC H02,1
A-2211,1
JA-9116,1
J-7100,1
J-0000,1
LE-5233,1
LE-5329,1
LE-7201,1
LE-3714,1
LE-4509,1
LE-4522,1
LE-5419,1
LE-6521,1
JV-6010,1
RIEGOS GUA,1
JA-9111,1
JA3300BIS,1
JV-3130,1
CAÑADA REA,1
JV-2338,1
CV-55,1
CV 4,1
CV-1209,1
CV15,1
GU-9059,1
GU-1058,1
CAMCAB01,1
GU-906,1
GR-5400,1
CV1146,1
CV-1391,1
CV1394,1
CV-1382,1
CV-1496,1
CV1072,1
CV-1182,1
CV-1258,1
CV-1249,1
CV-1397,1
GU-9057,1
CV-99,1
CR- LA VEG,1
GI-3412,1
A-481R1,1
CV54,1
CV200,1
GI-20-2,1
GI-3653,1
AP-8-11,1
GI-3341,1
GU-905,1
GI-4335,1
GI-3131,1
GI-3022,1
CV-103,1
GU-198,1
GU-406,1
DP-1101,1
AC-10,1
CHE-1410,1
BU-V-6018,1
BU-555,1
BU-934,1
AG-BAR.COL,1
BV-2152,1
B-422,1
B-102,1
BV-1424,1
B-432,1
BV-4317,1
C-31D,1
Ma-1131,1
Ma-3342,1
CDESCANAR,1
CVF,1
MCRISTO,1
BU-V-8206,1
CERRACIN,1
DP-0511,1
BU-V-9203,1
CC-3.1-2,1
C.GRAL Nº5,1
CC-10.1,1
CC-113,1
CC-15.3,1
CC-21.3,1
PISTA TERR,1
BU-V-5003,1
BU-V-4014,1
BU-V-1145,1
BU-610,1
BU-V-4101,1
BU-P-1041,1
BU-V-5104,1
BU-V-5103,1
CVX,1
CV LENYA,1
CV ESCANAR,1
ES CANA,1
ES FUMERAL,1
SON AMAT,1
Ma-5012,1
CMº GRAN,1
BARSSOLA,1
HOSPITALET,1
CALAS MALL,1
SON MACIÀ,1
PDMF,1
PM-820.2,1
SAN FERRAN,1
CALABLANES,1
CANALS,1
Ma-3333,1
Ma-1050,1
CAP NEGRE,1
CVG,1
CAN PUJOLE,1
EI-0000,1
STA GERTRU,1
PUNTAPRIMA,1
TORRE NOVA,1
STN,1
TORRENOVA,1
AUBARQUETA,1
CVR,1
CVSANMATEO,1
RML ENLACE,1
CAS COLL,1
TARIDA,1
CVDP,1
CALA COMPT,1
CV V,1
C.G. Nº9,1
CAM-NAV-HE,1
CC-91,1
CV-2352,1
A-3127,1
VV-2018,1
CO-5210,1
CR-2012,1
CR-5214,1
CV-114,1
CR-6221,1
CR-610,1
CR-211,1
CV-119,1
CR-1223,1
CR-4161,1
CV-89,1
CR-5136,1
CV-116,1
CO-3203,1
CO-8217,1
CO-7216,1
CP-743,1
CM-062,1
AC-124,1
DP-0202,1
CV14300,1
CO-7407,1
A-344,1
CV9999,1
CP-019,1
CO-7208,1
C-334a,1
A-333R2,1
CO-6411,1
CO-510,1
CP-241,1
CM-3105,1
DAMUN FONT,1
CH (B-205),1
CNO GOLF,1
CA-3203,1
CA-9101,1
C440,1
ACC. NORTE,1
CA-3100,1
ACCESO NOR,1
CAÑADANCHA,1
PINO TORIL,1
CA-6101,1
N-357B,1
CC-173,1
CC-23.1,1
CC-31.1,1
C.G.Nº8,1
CC-26.1,1
PTO GALEO,1
BERCIAL,1
C-441 A,1
FOSA PASTO,1
CV-2093,1
CAMÍ FONDO,1
C VEGA MOL,1
ES0000468,1
CV-2182,1
C-1,1
CNO MALLOL,1
N-340 (A),1
PARTIDA AI,1
CS-SN,1
PALOS,1
CV-1870,1
A-373R1,1
CA-9120,1
CHMS,1
LE-5418,1
LE-6416,1
EP-4003,1
SC7PO-3603,1
SC/PO3603,1
CLPOR,1
EP-2701,1
AG-57N,1
PO-010,1
CSKM,1
EP-4302,1
AG46,1
EP-9405,1
L. BOTOS,1
EP-9103,1
EP-7013,1
PO-181,1
PO-231,1
PO-535,1
PO-S/C3603,1
LE-7502,1
EP-4002,1
DSA-631,1
DSA-700,1
CM-BE-2,1
CM-SA-15,1
SA-203,1
S/C-SA-CV,1
DSA-641,1
DSA-122,1
PO-413,1
EP-3201,1
L.LAMELA,1
L. DORNELA,1
PO-00001,1
EP-9504,1
EP-0206,1
EP-8301,1
SAMIEIRO,1
EP-0504,1
LZ-56,1
SC-01,1
PP-2202,1
P-403,1
PP-2122,1
VV-7,1
TC-3,1
ENLACE A64,1
SM-5,1
QU-4,1
AS-244a,1
C.R.S.D,1
AS246,1
MO-5,1
POL ASIPÒ,1
GO-8,1
P-241,1
P-140,1
P-233,1
FV-617,1
LZ-502,1
GC-212,1
S/D SOO,1
LZ-18,1
GC-105,1
S/C - GC,1
CV61,1
P-102,1
RH0205001,1
GC-305,1
PP-2412,1
CV-0023,1
CV-010218,1
P-954,1
CAMINO-01,1
DSA-436,1
DSA-505,1
SG-V-9161,1
N-339,1
SE-457,1
CR SUR,1
SE-8201,1
SE-9101,1
SE-9201,1
CAM. TUBO,1
SE-9018,1
SG-V-7222,1
SG-V-2366,1
SG-V-2327,1
SG-V-2425,1
SG-V-3322,1
CV-043,1
CV134,1
SO-P-1017,1
CAMNIO,1
SO-P-1121,1
TV-2444,1
TE-34,1
PANTANO,1
TE-58,1
A-2403,1
A-223A,1
A-2404,1
T-231,1
SO-P-3029,1
TP-3211,1
TV-3101,1
TV-3443,1
TV-3341,1
SO-380,1
CENTRO COM,1
CV133,1
CV-049,1
DSA-469,1
CV111,1
TF-344,1
LP-302,1
TF-252,1
LP-403,1
TF-622,1
TF-662,1
DSA-550,1
1CA,1
SA-211,1
CM-SA-6,1
DSA-208,1
DSA-241,1
CM-419,1
DSA-207,1
DSA-474,1
LP-120,1
CA710,1
CA-457,1
SG-V-2423,1
CV-036,1
CV135,1
CV-047,1
CV-034,1
CV-052,1
SG-231,1
SG-P-9112,1
CA-364,1
SG-V-3312,1
SG-V-2313,1
CV 133,1
CA-744,1
CA-819,1
CA-342,1
GO-5,1
HUERCES,1
CE-3,1
LU-P-2703,1
LU-P-6412,1
LU-P-6101,1
LU-P-5801,1
LU-P-1906,1
LUP0000,1
LU-P-4703,1
LU-P-4713,1
LU-P-1112,1
LU-P-0105,1
LU-P-4106,1
LU-P-2905,1
LU-P-3807,1
LU-P-3602,1
LUP3204,1
LU-P-3108,1
LU-P-6506,1
LU-P-6515,1
M-111A,1
MA-8402,1
RM-A29,1
MA-6416,1
MA-3118,1
MA-3301,1
AGUILA,1
MA-6402,1
LA HIGUERA,1
M-416A,1
MA-3401,1
M-538,1
MR PATONES,1
M-402,1
M-141,1
M-863,1
LU/SN,1
LU-622,1
RM-413,1
LU-P-2007,1
LV-2143,1
LV-7023,1
LV-7011,1
LV-2032,1
E-25,1
LV-5223,1
LV-5212,1
LV-5113,1
LV-6001,1
LE- S<7N,1
LE-5206,1
LE-5530,1
LE-7506,1
LE-5613,1
LE-6432,1
LR-390,1
LR-344,1
LR-582,1
LU-P-0304,1
LU-P-1803,1
LU-P-1816,1
012-SN,1
LU-P-1105,1
LU-133,1
LU-P-0403,1
LR-311,1
LA RIBERA,1
CMNO. REAL,1
LR-413,1
LR-515,1
LR-321,1
LR-322,1
LR-310,1
467-CV,1
RM-D18,1
CE-4,1
NA-2030,1
OU-206,1
OU-0401,1
OU-0851,1
OU-0561,1
OU-00800,1
NA-7171,1
NA-4230,1
NA-5340,1
GR99,1
NA-4001,1
NA-6120,1
NA-4109,1
PA-32,1
NA-5230,1
NA-7205,1
OU-0203,1
OU-02600,1
OU-1017,1
S/N-OU-P-0,1
AS-353,1
BI-4,1
OU-0503,1
OU-0207,1
OU-0215,1
OR-P-0000,1
OU-187,1
OU-0306,1
OU-901,1
OU- LOCAL,1
OU-406,1
OU-0701,1
OU-0512,1
OU-0202,1
NA-8303,1
BARDENAS R,1
C. HEREDAD,1
PASTELERO,1
010-CV,1
C. PU ALTO,1
C. VÍA,1
CV-258,1
CV097,1
CV0123,1
RM-E19,1
RM-A17,1
026-CV,1
CEHEGÍN,1
RM-B16,1
VS-P.M.,1
EL PALMERO,1
RM-A20,1
464-CV,1
C. QUIJERO,1
C. MOLINAS,1
ARCAS,1
258-CV,1
441-CV,1
CV-088,1
RM-C7,1
LO CHACON,1
CS.S2,1
CABEZOJARA,1
RM-520,1
Cº VERA,1
468-CV,1
435-CV,1
RM-C20,1
CNO.AVILES,1
C. VILLAES,1
P. CHURRA,1
TORRE SOLI,1
SON_BOU,1
BA-143,1
PP-9031,1
P-913,1
P-922,1
PP-9405,1
P-904,1
P-610,1
VE-2,1
AS-24,1
SI-11,1
SI-13,1
SM-2,1
AS-226,1
AS-342,1
RS-2,1
QU-1,1
AS-352,1
P-103,1
CV-2CL615,1
CA-362,1
CVNA 121,1
GC-192,1
LZ-208,1
FV-420,1
PP-9535,1
P-411,1
P-981,1
PP-1311,1
PP-1412,1
PP-2176,1
PP-2453,1
CAMCARRION,1
N-610a,1
PP-9001,1
P-991,1
P-912,1
C.V.SD,1
PR-3,1
V.C.S.D.,1
AS-357,1
OU-151,1
OR-P-000,1
OU-0301,1
OU-0105,1
OU-0602,1
OU-211,1
OU-0801,1
NA-6064,1
NA-7410,1
NA-7020,1
NA-6140,1
NA-6540,1
NA-4020,1
NA-1700,1
NA-4210,1
OR-P-00,1
OU-1006,1
POL. IND.,1
IA-1,1
MI-1,1
LLN-1,1
C.U.LUARCA,1
LN-6,1
LV-1,1
LV-4,1
GO-7,1
BO-1,1
C.V.S..D.,1
CU-2,1
ESTEBANINA,1
N-643,1
CN-5,1
CA-2,1
RR1203004,1
FV-01A,1
FV01A,1
EP-9202,1
CM-416,1
DSA-375,1
CM-00,1
DSA-342,1
DSA-443,1
CM-312,1
CV- S/D,1
DSA-344,1
PO-302,1
PO-528,1
EP-6403,1
EP-8505,1
EP-6509,1
EP-9203,1
EP-9204,1
CAMINO CTR,1
CM-213,1
DSA-181,1
TF-644,1
VIDULAR,1
CA-502,1
ALFOZ01,1
TF-295,1
TF657 TF28,1
TF-274,1
TF5121,1
DSA-262,1
DSA-450,1
RUISEÑOR,1
DSA-630,1
CM-219,1
DSA-562,1
DSA-661,1
EP-9003,1
EP-9201,1
CV-COFETE,1
PO-409,1
EP-5104,1
EP-5105,1
EP-7102,1
EP-5001,1
FV-551,1
GC-171,1
GC-102,1
GC-803,1
GC-116,1
LZ-408,1
LZ-401,1
GC-700,1
GC-654,1
GC-322,1
GC-340,1
EP-8403,1
EP-6104,1
EP-7011,1
CLSD,1
PO-3603,1
PO-309,1
CLPORRIÑO,1
CLPORR,1
EP-0016,1
SC/PO-3,1
PO/SC-3603,1
EP-7203,1
EP-4101,1
SC/3603,1
CF-402,1
EP-2303,1
EP-6302,1
EP-2804,1
NA-4130,1
NA-132B,1
NA-176,1
LE-6614,1
LV-3141,1
L-214,1
LE-3509,1
LE-7512,1
LE-5601,1
LE-5520,1
LE-6429,1
LE-8602,1
LE-5633,1
LE-3609,1
LE-3604,1
LE-2605,1
LE-5612,1
LE-5637,1
LE-4236,1
L-912,1
LV-9223,1
LV-3024,1
LR-440,1
LU-P-2802,1
LU-710,1
LU-P-0205,1
LR-317,1
LR-479,1
CUATRO CAM,1
LR-305,1
LV-5222,1
LR-541,1
LR-408,1
LV-7045,1
LV-7022,1
L-910,1
L-903,1
LE-5242,1
LE-6613,1
LU-P-3107,1
LE-6702,1
A-6204R4,1
JA-3401,1
JH-6351,1
A-6303,1
JA-3306,1
A-316R2,1
JV-5103,1
JA-5102,1
JA-6109,1
C-3221a,1
CA-01,1
A-6076,1
JA-4310,1
SANTA LECI,1
LAS NEGRAS,1
LE-5214,1
LE-6206,1
LE-5309,1
LE-6610,1
LE-6616,1
LE-6435,1
LE-491,1
LE-4301,1
LE-6604,1
LE-5307,1
LE-5404,1
LE-3712,1
LE-5402,1
LE-6311,1
LE-5624,1
LE-4520,1
CHMS-3,1
LE-5253,1
S/C LUGO,1
LU-P-3105,1
NA-2600,1
RM-552,1
CV-267,1
097-CV,1
RM-A12,1
LA SERRANA,1
457-CV,1
T-1,1
RM-B12,1
C.POLLERAS,1
RM-E26,1
RM-F55,1
S-XVII,1
RM-F45,1
CV.XIV,1
RM-E23,1
S-XIV,1
093-CV,1
S. DENOMIN,1
CV-126,1
MU-31,1
NA-8706,1
RM-C8,1
C. SIES,1
CMNO.REAL,1
CV-448,1
551-CV,1
RM-F59,1
EL POCICO,1
RM-330,1
RM-B6,1
RM-A24,1
RM-607,1
Cº PISCINA,1
ALPORCHONE,1
CVSXVI,1
RM-B10,1
LU-P-3208,1
C. EL PRAD,1
M-136,1
M-328,1
M-962,1
LU-P-6519,1
LUP-0000,1
LU-P-5907,1
LU-P-5901,1
RAB-0000,1
LU-P-5202,1
LU-050-019,1
LU-P-4604,1
LU-P-4605,1
LU-043-010,1
LUS/N,1
LU-P-0101,1
M-627,1
M-542,1
M-862,1
MA-AGUILA,1
MA-5100,1
CV-MOLLINA,1
MA-21,1
A-404R1,1
MA-7301,1
MA-7304,1
MA-4400,1
URB CARAQU,1
MA-5103,1
MA-9016,1
MA-5004,1
A-7078,1
MA-6411,1
M-524,1
CARTES02,1
FONTORIA,1
BA-V-6451,1
A-3941,1
LR-585,1
LE-3401,1
AC-193,1
DP-6805,1
CV-57,1
N-430c,1
CC-168,1
TAUSTE,1
ZF-251,1
CV-621,1
S1,1
PSE,1
ZF0254,1
CHE-1506,1
A-116,1
RM-403,1
A-3920,1
CA-424,1
A-3220,1
CV-SD,1
AB-508,1
CM-3250,1
AB-403,1
AB-3006,1
CVSN,1
AB-2001,1
AB-600,1
CV03,1
A-4414,1
A-4107,1
A-4159,1
A-3018,1
A-3214,1
A-4005,1
Z-525,1
ZF251,1
Z-1302,1
A-2411,1
ZA-P-2554,1
BI-3784,1
BI-2794,1
BI-3131,1
BI-4137,1
BI-3239,1
BI-4404,1
BI-3542,1
BI-4625,1
CL-600 A,1
VP-4503,1
VA-134,1
VP-4001,1
VP-7701,1
VP-4509,1
ZA-L-2696,1
ZA-L-2695,1
CARREVENI,1
ZA-P-2550,1
RAMBLAVEGA,1
ZA-330,1
C.V. ASF.,1
ZA-V-2638,1
PLANTIO VI,1
ZA-P-2217,1
ZA-P-2311,1
ZA-L-2106,1
ZA-P-2664,1
ZA-L-2443,1
ASFALTADO,1
ZA-P-2307,1
ZA-P-2308,1
PERILLA,1
CM-3203a,1
COSTBLANCA,1
CV-7950,1
AV-01,1
PISTA ASFA,1
BA-135,1
BA-030,1
CAMINO SEC,1
GRAVERA PP,1
BA-055,1
BA-053,1
BA-099,1
MOJA PEÑ,1
BA-013,1
AV-P-114,1
COLMENAR,1
LA PARRILL,1
AV-933,1
AV-P-673,1
CIRC,1
BA-027,1
EX-344,1
XXXXXXXXXX,1
BAV 6451,1
BA-6451,1
CHG Nº1,1
EX-336,1
EX-343,1
CORNALVO,1
GUALEMA,1
EX-318,1
CHG Nº 11,1
BA-125,1
BA-118,1
ITALIANOS,1
BA-024,1
EX-103-R,1
AV-P-667,1
AV-910,1
CV-7940,1
AV-P-105,1
CV50.VE,1
AL-9105,1
CV.50-AL,1
AL-4401,1
GUIRRES,1
A33,1
P.EL COLLA,1
LOS CIRIOS,1
V. CATRAL,1
TRASVASE,1
SAN ANTONI,1
CANASTRELL,1
EL MOJON,1
CNO MARJAL,1
CMNO VIEJO,1
AL-9101,1
A-1051 R-2,1
A-1051R4,1
CV-6.EJ,1
AV-P-536,1
CV.50-EJ,1
CV-10-EJ,1
CTRA. ALM.,1
CV-4-EJ,1
CV-3.EJ,1
CV-32-EJ,1
C.V-18,1
CV-50. EJ,1
CV.18,1
C.V.15,1
CV.13,1
AL-3400,1
CV-11.AL,1
VP-1001,1
VA-511,1
REPRIMALA,1
ALCORNOCAL,1
TV-7221,1
T-712,1
TV-7001,1
TV-2241,1
N-230c,1
TV-2421,1
TV-2142,1
PF VALDEAV,1
SO-P-5119,1
PF AGUANCL,1
SO-P-4162,1
SO-P-3247,1
SO-P-2015,1
SE-4103,1
A-8065,1
A-2412,1
SENDA 1,1
TE-19,1
TE-V-6012,1
CM-9423,1
GR-24,1
TE-17,1
A-2705,1
TE-V-4303,1
PR-TE11,1
TE-V-3005,1
A-2520,1
A-1405,1
A-1510,1
A-2708,1
TE-V-9113,1
